,LeaseAgreementID,AgreementDate,RentAmount,PropertyID,TenantID
53,8de300b8-585f-4b97-a869-a92db423b33e,2022-06-20,48144.0,b16bb212-2f13-4eab-b5e9-1464efc4227a,66d39533-5c9b-4b09-95ed-fc6092a38514
54,548d4d73-8ee9-46e2-a638-30b746e6936a,2022-06-21,41418.0,e063ccc6-949c-48b2-9c49-f0e33a531d43,1b7f1291-7993-42c9-b0c4-a9897b9280c0
55,c5c356b1-c7a1-470a-addc-bda6979ac60e,2022-06-20,50386.0,8354ea7e-0c11-42ce-a7b3-2af804b70432,540edd15-7e2c-4938-8d78-21307f92a882
56,a5f8b98f-7669-4e7b-a65c-f5e2304b3d86,2022-06-21,30326.0,f3d1c1ce-a287-46c5-942f-2631c1ba16f9,2e7d1337-0f73-4441-86ba-bb2e48229b2d
57,fafc7d74-4d22-4f1f-92ca-f24bcf933f95,2022-06-21,48734.0,14a35368-380a-4ba5-b3b8-cbf742400dcd,fe0f3b7b-cf6c-40ea-b6b6-b36513f0129a
58,ff1b3460-7163-4d1d-aa27-452c9e3936ab,2022-06-21,61832.0,9565205f-8209-4285-a3de-78af273d39fa,a293e95a-72ad-4507-b884-d2d6006183ca
59,00921fef-a4fd-4231-a987-5207e5c155f9,2022-06-20,85668.0,3d3496d8-1fba-4418-be33-452cb8455f9b,948f2692-8977-45e9-aa7c-4c32668e34d9
60,1293109b-0343-4543-8a19-6c01d81cadd9,2022-06-20,69856.0,594de43c-1422-4f57-b8d2-ef5270c1f460,a3e19094-5952-4dd6-9f78-4bb490c6bf75
61,8aa73fa6-3aa1-4af1-8ecc-b0f333b37df4,2022-06-19,48852.0,ff85d1db-df6c-47ec-83ec-9ca5624f0123,85f57a35-7941-4b45-a828-9c7764cfa4a0
62,03b9baef-22c3-444c-bf85-84ece1b3d5ce,2022-06-18,43660.0,8ee8e4c6-5a2d-47bd-b42e-5a8812c9e712,4dc7fafe-a9f9-47f2-8d8d-5a130de2a130
63,2373513d-36bf-4b9d-a661-66efc5d29f11,2022-06-20,43188.0,a11d9d1a-96ac-4332-9bbb-69b50b3d1052,bd7d4aa3-2918-4bb8-8fae-750290645b81
64,1ff8b235-1fe5-4273-bd03-932f1d9dd9a6,2022-06-19,47790.0,84f9a8d7-575a-4a7a-a690-0c3dd9ea46c0,f737fe67-b1c9-417d-8177-dc0254685112
65,e786b1c9-abb8-4461-a243-37f401fcfe67,2022-06-19,56050.0,5811639c-4b75-49d0-bdab-abb56ec86233,7fefd0a0-9259-41bf-b944-3f289b0a01d1
66,e31a0bce-9941-4ba6-a4a2-b7c54ea19a70,2022-06-18,77054.0,01d257fd-799e-4861-aa6b-fde932224541,b0929ffb-ef21-46e0-a677-876863fa13b0
67,87addbe3-095c-4bea-a1af-d6d6e28b49d5,2022-06-20,80830.0,bcbf3e03-822d-411b-a5ac-053a5cca6bb6,3b024498-c48b-4d70-8f6d-941e597c2451
68,88835747-0b27-4497-b2f6-c38760ced87a,2022-06-19,80830.0,ca691729-c91d-4558-9dfe-919ab4f16bd9,466fff33-42af-4ecc-a8fb-0ecb254c1141
69,f0c3e256-7d1b-4d93-93f6-54facfabdf5e,2022-06-21,37052.0,5cd3a17b-172f-4260-abd8-d4172a2a5674,7e052080-019e-4eb0-bff5-7ce3cae3d578
70,02f8ce5d-fba1-4795-893a-5f9780f8dd29,2022-06-21,65608.0,47898d87-3a6f-43ee-a649-a49fac46f908,ec525eca-3542-407b-9ecd-1dfba47b0975
71,a56457fc-ac30-49c1-a5a1-f1ff144445f3,2022-06-18,35400.0,f989cf61-f172-4236-a94d-e548e4a32eff,8c2ba41e-e349-4573-b171-ce560f5cf1fb
72,81b0581c-4cd2-4267-b2de-7807d79f843f,2022-06-21,33040.0,f27e33dc-05a7-41b7-a3e4-9ebb54bc335e,7b32f3fd-4513-4a97-8e2b-329948062bd0
73,cb224b84-5c59-49b1-b1dd-be6f4f6a3903,2022-06-18,63484.0,1a7ffac0-b445-483b-b811-d011b1375dda,8c884044-d185-45e3-bcf5-f2a7a7e8c242
74,d94813b3-2973-4e1d-ae58-bf2384fc633b,2022-06-20,64782.0,7a6548c1-5adb-49bc-b07e-f2f7a529e36d,a3d9a931-f64a-4b99-831d-cec3275da1b9
75,c5252462-1501-4a30-bcc7-a713a8ff77cb,2022-06-18,48380.0,d308b5ea-b7c0-4c8d-b94b-45374f07109b,5c580dcd-dd75-4d2e-b6ea-d60ef10dd33e
76,1f7a99ff-67f5-4d0e-a1fa-08dbc753c7d3,2022-06-19,87202.0,14cb5820-ad61-4cd2-9c50-a878faf1c9e8,84605978-e402-4b1d-8c6d-dd2a1317726d
77,9f442ee2-85c5-4993-9523-cc079f766519,2022-06-21,81184.0,309625d5-7dd0-4a5e-a029-c6325eab311e,48bd3a06-1386-410b-b1e5-fa9dfd7053b8
78,e04d5c45-fdaa-45c2-a0b5-46eef76f0c2f,2022-06-21,28792.0,85dc1e71-3d4f-4306-a2b8-b6cd2cbfd0eb,a88738e6-7193-4aed-833e-795e33738b9e
79,19463eed-cffe-42f2-8b04-c8a6fcd17b83,2022-06-21,52274.0,05bf7cbe-812d-4ff1-b9ba-7e6c5aae41e4,9fbe36a3-35f0-426a-9a34-1f0a97a96162
80,655848d9-e432-4106-a7a0-2097f4da8b0b,2022-06-21,27376.0,bc3d992a-ea97-4327-803b-3c60529c2986,003ebf9d-69ad-409f-9113-ce5b77f415a4
81,e5f756a3-fc4b-4924-b9fe-bb64254e9b83,2022-06-18,73042.0,6e6665e7-f01a-4158-a4e4-549e1b1464f9,57d64a78-46ae-4e06-b972-848f76e56c61
82,73548a85-27f1-46bc-bd45-527833ead382,2022-06-21,63956.0,c4c2cf6f-4d3a-478f-9469-4fffe2877819,8659a6a3-8d87-4832-9433-57ea3763fadc
83,0f108364-c53d-4540-96f2-636dab665666,2022-06-19,29618.0,72f72b77-58b3-4f16-b513-128fdefaba40,6f91d85b-6447-4956-967b-9335444f3180
84,00946486-adfc-4791-a512-0c0145952416,2022-06-19,73750.0,4aadb738-a450-416b-b08f-a243f628e91d,1cacd78b-750b-4fdc-bff0-e1738b56cd3c
85,2d9dfe16-2d6b-4b99-a326-cefc9c623052,2022-06-19,44958.0,8fb71217-4305-4591-9686-684eec125a21,843c8eb4-0ee5-4dc4-836b-e6b1968d9061
86,accd0544-6124-429e-b96f-b13c5fb276fa,2022-06-18,88382.0,6c65c373-eb3f-4a05-b8a6-86873c9df48f,683adfc0-9348-4da8-bb21-b2f0d4c7fef7
87,0030edf4-387b-45e8-b9cf-65d1b7847e91,2022-06-18,42716.0,ec1dcf4a-8bf3-4769-b96b-c58833c2b8ba,551c7c75-ca35-4988-9856-3d7e657b61f3
88,a3cc0764-c0a2-4b2c-a3b5-4b9cb420e83f,2022-06-20,62776.0,f05c7eac-4c98-41ad-a40f-9ee2e9b45814,0fbc4f5a-5065-414a-a08c-9a3356eb3fbb
89,dc57f5a9-cad7-400f-8e14-d83a83e76e9c,2022-06-19,37406.0,fdddf67b-ca05-4ad5-86c9-ac24d478d378,acf9af61-1213-44fd-9a15-b38c6e97adb7
90,1b811fc7-b828-4687-8e8c-15ab4ea79c79,2022-06-18,50858.0,5083ee3c-3190-4a97-83aa-dab9a0a9ce03,dd4f54cd-f9ec-455a-89c0-00bb0f0456dd
91,a57872ad-a5b4-4812-871f-180043a53c92,2022-06-21,48262.0,712d14d2-9e95-45c5-8a3a-62d150865b51,f5e23a8e-77f7-4134-ae3c-89218e4fe4e3
92,c879d128-ee5f-40e1-b9b9-22fdc71d8f8b,2022-06-20,37760.0,8f37b94f-5a94-42f8-8ffd-b6278cc3039e,943ad81d-698f-48aa-9611-ecb2ee493c9a
93,18b66738-3d0e-4aee-a63d-cec1cdf40d89,2022-06-20,48026.0,d014f6fa-a96d-4cec-92be-4898ec190e43,a12d1dfe-5155-452d-a0d6-4da1839e72eb
94,52054dfd-4f86-4353-884a-18cf20dd32fe,2022-06-21,67850.0,3567b253-c451-44fd-a586-8ff137dfdc96,986eaa92-839c-4746-b8f9-f64522887f92
95,728a515a-0bac-4f31-b40b-03443fb18c1c,2022-06-18,29972.0,44a29f61-b0cf-4a92-b8da-40d32d3bf803,047a7e8b-e99a-4aa6-a945-bbac1825fbce
96,e75fffb5-7e6a-401b-b71e-52ef7159b7ba,2022-06-20,88028.0,446dd166-dc32-4268-89a3-411017292203,b291126a-5dc9-4d0d-b469-096aa07ffde8
97,73091490-9b40-451f-a137-f0602518265c,2022-06-19,75284.0,2e6a4b05-790f-434f-84ab-073edb13f9eb,13da9e34-4752-40b2-8e6d-b03e4b9e5128
98,b226336c-c69b-4ba2-9661-c0ef9cbfe511,2022-06-20,50976.0,1cabb3e6-c9bf-429e-b65b-3366fb531507,74a6b8be-ccb5-44c4-bb20-dee0c6771f50
99,7a77d780-9108-4a47-b072-ba8824f6654f,2022-06-19,45666.0,3347e0ab-8166-454f-9fb1-375ac9c2624e,f57b44b0-4758-4a74-bee1-ff345d8192ff
100,e5993837-148c-420b-b983-484e82db6e2d,2022-06-21,53572.0,4aadb738-a450-416b-b08f-a243f628e91d,0e8926ad-89b2-4a97-a26a-1403e1095690
101,3871c233-39a4-408a-a72a-f063e1396f23,2022-06-20,34456.0,b16bb212-2f13-4eab-b5e9-1464efc4227a,2a7f7fb3-997e-4fc4-8372-7e9019496d5d
102,adbf2fc7-52f5-4f98-b8bf-ee548436ef9b,2022-06-20,62186.0,062ad076-3ae1-4333-8f81-4222f8518826,4200abdd-27c8-44cc-93d6-a28354a1af77
103,6105d195-e071-4b23-9c33-22841d847981,2022-06-21,35754.0,5083ee3c-3190-4a97-83aa-dab9a0a9ce03,4541e760-4743-4d8b-92c3-03c3b286e585
104,a92d4c17-c188-4aa9-802a-5a1847f5f87d,2022-06-18,87084.0,00ca283a-d606-482b-9b47-16824428fd64,66dd1e1e-5232-41bf-bdf7-4178116f88f1
105,8d7dc360-53d9-4024-82e9-dd2ba766925a,2022-06-21,43896.0,870c7bf7-0d3f-4df3-a875-d8d130ea583d,d38fe895-2354-4c43-8ec2-97a0dd48d7ef
106,b9927f10-94d8-4708-8c0b-55d6f8b541da,2022-06-18,55106.0,198db1a1-7706-415e-ac59-5e47873a6c34,f051c79e-5236-4727-b3e1-77ec5fd582a9
107,d3131de6-b57a-4500-b327-aef0ad1fa9fa,2022-06-21,44132.0,74619808-c4ab-4936-8c23-c0452ea2f33b,186f7a52-8754-44cf-b3d9-b91e183217c6
108,50fb6207-1f69-41c0-9bef-1ced1b6486ff,2022-06-18,84606.0,446dd166-dc32-4268-89a3-411017292203,4b86084f-e173-49e2-b2b9-9c90c59663ac
109,6be60971-afff-49e0-9b30-3ec70fef3dd0,2022-06-21,83662.0,0aeac702-f2fd-47c0-9448-425fa139941d,5f1c5108-bf9f-4945-be20-da4b632684ee
110,62a25854-f7e9-4212-8f44-8ce2741352d4,2022-06-20,73632.0,4a78b442-6cfc-48a0-bb34-d0cfdd116ad8,c202a26c-796f-4670-97d1-e189c6102b62
111,9ab20632-ef99-4000-8d32-f2a9a84b69d0,2022-06-18,81184.0,0238a3ab-2b2d-42c2-865d-d79e9a49c3c8,f747dfec-8003-43bb-8924-eff55e4ea61b
112,11ddad46-c6ae-46df-a534-354057893d26,2022-06-21,71272.0,9bb95b26-2e62-412f-98dd-c598b7975c1b,f3b44424-efbb-4bb7-8b23-3b21266e2c12
113,2b43bc68-12c2-423d-9076-f19852d96e43,2022-06-20,27258.0,4023d8e6-fbe7-4adb-9249-a42bf306141b,217ad724-058d-456c-81eb-a3f131a85450
114,06a37860-279b-4478-a6d8-3b7d75adf00a,2022-06-21,29618.0,961669b1-5e17-447d-8c70-bf055f3e90b3,77725423-730e-4ff9-8ca9-5ab008ce7eb8
115,e3b8d926-12f8-4c93-96b8-1cc47357d411,2022-06-20,30090.0,62179877-ca8a-4538-a8bd-1cf799a99401,28d8e14f-e9f8-4e18-b87a-a2eb78f3d72e
116,025dccfc-c878-48f6-b617-0f64a8d5877e,2022-06-20,59472.0,51f346fe-e357-4a7e-be32-2b54997bc617,27b41ab0-4c1b-4c3c-9f73-84762d6d7d6f
117,86916b64-f50f-4d8d-ad64-a0f33b31bc2b,2022-06-21,52274.0,01742f37-7f0b-4ef6-819d-8ea79d715ecd,a744251f-16c0-40a9-94a1-46bc6dd8b0be
118,1dfe6828-a61d-4ca8-ad11-1bd5ea734bcf,2022-06-20,78706.0,61851e76-1ee5-429b-8b15-28cfe59d2f9c,bf10b457-e129-497d-b314-be1b2f0ae3b1
119,43c63337-a208-4c84-9d37-3a88974b5fac,2022-06-21,41772.0,b643400c-23a8-4030-badb-7099e72e73bf,d9915020-0c08-4b45-a443-5a8962cb576e
120,48748714-c74b-4954-9196-7870e0f3e92e,2022-06-19,65962.0,c011e5da-d5ff-404e-a061-3ad31329f7f6,49bb6674-9afa-4ca7-855c-c920d7098696
121,975c064e-b82f-4fe3-995b-8cb43d715893,2022-06-19,44604.0,d14b538b-6796-48ac-9b77-80d5322a7b53,211cc06b-5258-4e3b-8f0c-c6a2fd438ecc
122,5b1220e6-f8ed-44ef-b78f-c351a0063f81,2022-06-21,80240.0,af577adc-dfc8-4de9-815a-a4ff4e0dfd8e,9f4977d9-8c7a-4091-a6d9-265bce910fc0
123,913a6009-3798-4323-b798-f73d9efd180e,2022-06-19,80122.0,1d6d66b8-2f02-4829-a3a7-ae171f9b8afd,31c7b729-091e-4e8a-85fb-6a2720f1daeb
124,08f127af-600d-49c2-bae5-e749803a31eb,2022-06-21,87674.0,69732e81-de08-4f3b-be57-00419857fc98,b5663101-d37c-4ddb-825b-d7027cc3534a
125,e347baf0-edeb-4356-8147-72a7a707e08a,2022-06-20,57584.0,2f278e65-84e6-4983-bdc5-348deb0cd320,070a4c8d-a2de-4973-ae46-2e8d1e69e40a
126,f638fbc1-c6bb-4469-b69b-975aada637d0,2022-06-21,61950.0,cef784ee-0d1c-4842-9fa3-28bf0fbb8f02,294b66ec-470a-4072-86b6-62ec5ff62916
127,a1b1207a-bd85-4642-9c36-ef6454306e1a,2022-06-21,40946.0,61851e76-1ee5-429b-8b15-28cfe59d2f9c,6d91f85f-7f31-4697-abbb-d9f5ccc7b1e0
128,03dc7453-1ad5-4c37-873e-e5f606999f75,2022-06-19,54162.0,f3d1c1ce-a287-46c5-942f-2631c1ba16f9,d2af9244-5ad9-4f2b-92fe-912f46d1bd08
129,fd35f89e-4847-4c11-82b0-112c1316f5b6,2022-06-19,64310.0,eae3d896-698e-4185-81bb-a54f03754eb7,8b6a6ce0-0741-434d-9cef-8f47a784b59b
130,4f4706bd-d216-486b-979f-cabbf9d19b43,2022-06-21,67850.0,3e06a1a4-a8fe-4fed-8adb-7b853fcea3fe,643611e9-3de0-4d6d-be8b-3188b52b9284
131,3c4983c2-e337-40b3-8dfd-d09e4fae0b55,2022-06-18,81538.0,a987ac6f-9b2a-49d1-b6e2-81d675ccd1e6,3be4f5ec-ac4a-4897-9ac3-70e11a9fecd6
132,663b7a34-9e3d-41f0-9b3d-f21954226956,2022-06-20,86258.0,1a7ffac0-b445-483b-b811-d011b1375dda,bda68bcb-5da6-476c-ac58-ff7f3ef76b36
133,d9719e65-564d-42b9-ad2a-ba5c67207e57,2022-06-18,50386.0,3d3496d8-1fba-4418-be33-452cb8455f9b,e7e8df66-0329-414f-9722-abb01af190ee
134,f549c0ba-019d-46fd-bf9e-ab5d3bf04651,2022-06-19,44486.0,c53227ba-8159-4343-8d89-66ac7cff50b6,5c15a836-a33d-40f6-bd97-8526ab5df7d5
135,3695f170-7e50-4c98-a714-09709ccb7ac2,2022-06-20,60298.0,8dc8cd38-97e8-4e7b-820a-e76ad77a096c,7185e44a-8845-4b9c-b9df-a18662de256b
136,d253d035-a135-4602-b1c2-0316c33bf88a,2022-06-18,50858.0,dc0d8857-f65e-4bc3-82f7-6795b71d11e6,7c0ebe6d-5970-4331-ba39-084a02222b72
137,14606a0f-6d06-42e5-8e5c-357bf52a6219,2022-06-21,52628.0,3567b253-c451-44fd-a586-8ff137dfdc96,e5915fb9-4be1-4167-8bb2-e8571e50d258
